booking_id,customer_id,hotel_id,room_id,booking_date,check_in_date,check_out_date,lead_time,adults,children,meal_plan,market_segment,booking_status,adr,total_nights,special_requests,booking_channel,discount_percentage,booking_revenue
5751,1987,24,1931,2024-10-01,2024-10-14,2024-10-19,13,1,2,Full Board,Online,Checked Out,14682,5,0,Walk-in,34,73410
5752,1209,74,1914,2026-04-24,2026-05-21,2026-05-24,27,4,4,Half Board,Corporate,Confirmed,4720,3,3,Website,38,14160
5753,35,12,1744,2025-11-12,2025-11-17,2025-11-24,5,2,1,Full Board,Corporate,Canceled,8156,7,3,Walk-in,3,57092
5754,3251,37,1838,2026-01-15,2026-04-13,2026-04-24,88,5,1,Half Board,Offline,Checked Out,5991,11,5,App,25,65901
5755,1389,26,622,2025-01-24,2025-04-04,2025-04-17,70,2,0,Breakfast,Travel Agent,Confirmed,13904,13,0,App,32,180752
5756,3931,12,1585,2026-02-20,2026-02-26,2026-03-06,6,4,4,Breakfast,Corporate,Confirmed,7811,8,1,Travel Agent,4,62488
5757,2319,91,525,2025-11-02,2025-12-27,2026-01-04,55,3,2,Full Board,Corporate,Confirmed,5853,8,5,Walk-in,25,46824
5758,125,47,1398,2025-10-19,2025-11-04,2025-11-19,16,4,2,Breakfast,Travel Agent,Checked Out,18497,15,5,App,32,277455
5759,449,49,1797,2025-08-15,2025-10-03,2025-10-11,49,2,3,Full Board,Offline,Canceled,4096,8,3,Website,6,32768
5760,3555,39,1979,2025-08-01,2025-09-02,2025-09-03,32,4,3,Full Board,Travel Agent,Canceled,21582,1,1,App,18,21582
5761,2870,29,522,2025-05-02,2025-05-24,2025-05-29,22,5,3,Half Board,Travel Agent,Checked Out,8874,5,0,Website,35,44370
5762,4478,15,1291,2024-06-30,2024-08-31,2024-09-06,62,4,3,Half Board,Corporate,Confirmed,4791,6,1,App,11,28746
5763,1742,80,1825,2024-09-01,2024-10-05,2024-10-18,34,3,1,Breakfast,Offline,Confirmed,13686,13,1,Website,40,177918
5764,4430,81,187,2025-07-27,2025-10-12,2025-10-26,77,2,4,Half Board,Offline,Canceled,22644,14,2,Website,4,317016
5765,3658,99,1462,2025-03-31,2025-05-25,2025-06-05,55,4,2,Half Board,Online,Canceled,4342,11,1,App,8,47762
5766,2949,15,1477,2024-06-10,2024-07-12,2024-07-19,32,3,0,Half Board,Corporate,Checked Out,19433,7,5,App,0,136031
5767,932,87,293,2025-04-03,2025-04-19,2025-04-20,16,1,0,Half Board,Corporate,Canceled,12049,1,3,App,33,12049
5768,440,42,1170,2025-11-29,2026-01-12,2026-01-24,44,1,4,Full Board,Offline,Confirmed,20946,12,2,App,30,251352
5769,390,76,89,2026-01-27,2026-02-06,2026-02-07,10,5,4,Half Board,Online,Canceled,14925,1,0,App,21,14925
5770,1228,63,681,2024-11-01,2024-12-24,2025-01-05,53,3,1,Half Board,Offline,Confirmed,24810,12,3,App,9,297720
5771,2326,26,1289,2026-02-21,2026-04-04,2026-04-09,42,4,2,Breakfast,Online,Checked Out,4869,5,1,App,32,24345
5772,2916,92,57,2025-08-02,2025-09-30,2025-10-01,59,2,2,Breakfast,Corporate,Confirmed,5287,1,3,Travel Agent,28,5287
5773,4561,41,538,2025-06-25,2025-09-13,2025-09-27,80,2,4,Full Board,Online,Checked Out,5075,14,0,Walk-in,1,71050
5774,334,96,1202,2024-05-27,2024-07-27,2024-08-01,61,1,2,Breakfast,Travel Agent,Canceled,9052,5,1,App,27,45260
5775,138,84,603,2026-02-01,2026-04-20,2026-04-27,78,4,3,Breakfast,Offline,Checked Out,10788,7,4,Walk-in,34,75516
5776,172,61,676,2026-04-27,2026-05-28,2026-06-09,31,4,3,Breakfast,Offline,Checked Out,11402,12,0,App,30,136824
5777,1939,24,1771,2024-09-13,2024-11-19,2024-12-03,67,4,0,Breakfast,Offline,Canceled,12970,14,1,App,34,181580
5778,4856,22,1186,2024-06-17,2024-08-07,2024-08-09,51,1,3,Half Board,Offline,Checked Out,11538,2,4,Travel Agent,37,23076
5779,4107,93,1880,2026-04-04,2026-05-25,2026-05-27,51,3,0,Breakfast,Travel Agent,Confirmed,23956,2,1,App,31,47912
5780,3367,41,298,2024-07-13,2024-08-10,2024-08-17,28,3,4,Half Board,Travel Agent,Checked Out,9636,7,3,Website,15,67452
5781,2133,7,1235,2024-07-04,2024-07-30,2024-08-12,26,3,2,Breakfast,Offline,Canceled,6257,13,5,Walk-in,6,81341
5782,2427,26,1108,2025-04-16,2025-06-28,2025-07-01,73,3,3,Full Board,Offline,Checked Out,10602,3,4,Website,29,31806
5783,1221,41,15,2024-06-24,2024-08-06,2024-08-19,43,2,3,Half Board,Travel Agent,Canceled,23695,13,2,Walk-in,0,308035
5784,3078,55,817,2025-11-24,2026-02-16,2026-02-20,84,3,1,Full Board,Corporate,Canceled,11059,4,1,Travel Agent,40,44236
5785,653,44,1969,2024-06-25,2024-09-14,2024-09-26,81,3,1,Full Board,Corporate,Confirmed,7559,12,0,Walk-in,7,90708
5786,4005,10,248,2024-11-21,2025-01-25,2025-02-05,65,4,0,Breakfast,Offline,Checked Out,19440,11,5,App,37,213840
5787,4509,45,442,2026-01-11,2026-04-10,2026-04-13,89,4,0,Breakfast,Online,Canceled,5533,3,2,App,29,16599
5788,1424,72,1998,2024-12-12,2025-01-04,2025-01-15,23,5,0,Full Board,Travel Agent,Checked Out,24844,11,4,Website,31,273284
5789,4265,30,1261,2024-12-06,2025-01-21,2025-01-31,46,2,3,Breakfast,Offline,Canceled,9200,10,0,App,35,92000
5790,1122,58,782,2025-01-02,2025-02-22,2025-03-09,51,1,4,Breakfast,Online,Confirmed,20509,15,2,Walk-in,8,307635
5791,1574,56,554,2026-01-19,2026-01-25,2026-01-31,6,4,3,Breakfast,Corporate,Confirmed,18114,6,1,Travel Agent,14,108684
5792,1325,34,479,2025-03-24,2025-04-15,2025-04-29,22,1,4,Half Board,Corporate,Checked Out,7955,14,0,Website,34,111370
5793,2907,66,378,2025-10-11,2025-11-26,2025-12-09,46,3,1,Full Board,Corporate,Canceled,20102,13,4,Website,35,261326
5794,2509,96,1211,2024-11-29,2025-01-01,2025-01-09,33,5,1,Full Board,Travel Agent,Checked Out,21160,8,5,App,29,169280
5795,3055,84,127,2024-07-17,2024-09-10,2024-09-13,55,4,3,Half Board,Offline,Checked Out,16985,3,3,App,13,50955
5796,3921,1,1592,2025-03-17,2025-06-01,2025-06-02,76,5,2,Full Board,Corporate,Canceled,8247,1,5,Walk-in,16,8247
5797,885,14,823,2024-07-06,2024-07-20,2024-07-25,14,5,4,Half Board,Travel Agent,Checked Out,23106,5,5,App,2,115530
5798,2887,98,1476,2025-02-19,2025-03-24,2025-03-25,33,3,4,Breakfast,Online,Checked Out,11608,1,1,App,29,11608
5799,4908,36,701,2025-07-03,2025-07-31,2025-08-01,28,4,4,Half Board,Offline,Confirmed,7747,1,5,Walk-in,10,7747
5800,2850,74,400,2024-07-23,2024-08-01,2024-08-13,9,1,2,Full Board,Offline,Checked Out,15788,12,4,Website,2,189456
5801,4497,93,172,2024-09-19,2024-09-22,2024-10-06,3,1,4,Full Board,Travel Agent,Canceled,23701,14,3,Walk-in,2,331814
5802,3830,35,1883,2025-09-10,2025-11-06,2025-11-08,57,4,1,Full Board,Corporate,Confirmed,23408,2,4,App,5,46816
5803,355,27,1437,2024-07-29,2024-09-28,2024-10-04,61,5,0,Breakfast,Offline,Checked Out,22528,6,2,Website,9,135168
5804,2624,95,448,2025-09-01,2025-11-05,2025-11-17,65,4,1,Full Board,Offline,Canceled,12424,12,1,Travel Agent,31,149088
5805,357,100,1680,2025-01-01,2025-01-30,2025-02-04,29,2,2,Half Board,Corporate,Canceled,10858,5,1,Travel Agent,31,54290
5806,2313,86,407,2025-01-07,2025-02-20,2025-03-04,44,4,0,Half Board,Corporate,Checked Out,14819,12,2,Walk-in,37,177828
5807,532,16,542,2026-04-11,2026-05-25,2026-06-04,44,3,4,Full Board,Corporate,Confirmed,17312,10,0,Travel Agent,0,173120
5808,1373,17,759,2026-02-15,2026-02-22,2026-03-06,7,5,2,Half Board,Travel Agent,Canceled,4209,12,3,Website,12,50508
5809,4020,2,656,2024-10-13,2024-11-01,2024-11-10,19,4,2,Full Board,Corporate,Confirmed,17988,9,4,Travel Agent,28,161892
5810,2353,80,1634,2026-01-24,2026-04-02,2026-04-16,68,5,2,Full Board,Offline,Canceled,7933,14,4,Website,25,111062
5811,443,59,916,2025-02-14,2025-03-27,2025-03-30,41,2,2,Half Board,Online,Confirmed,20379,3,0,App,20,61137
5812,353,68,476,2026-05-05,2026-06-27,2026-06-30,53,3,4,Breakfast,Corporate,Checked Out,16109,3,2,Website,38,48327
5813,4820,33,862,2025-04-02,2025-06-02,2025-06-05,61,5,2,Full Board,Corporate,Confirmed,18805,3,5,App,3,56415
5814,3571,71,1699,2025-11-12,2025-11-19,2025-11-25,7,2,3,Breakfast,Travel Agent,Confirmed,3655,6,2,App,8,21930
5815,4093,59,661,2025-06-11,2025-07-05,2025-07-13,24,4,3,Full Board,Offline,Canceled,19068,8,5,Website,4,152544
5816,4304,12,311,2026-01-03,2026-03-11,2026-03-19,67,5,3,Breakfast,Offline,Checked Out,7469,8,2,Travel Agent,38,59752
5817,71,84,1479,2025-04-09,2025-06-28,2025-07-05,80,1,3,Breakfast,Offline,Canceled,12162,7,2,Travel Agent,35,85134
5818,4589,74,620,2025-05-14,2025-06-30,2025-07-01,47,3,4,Full Board,Online,Confirmed,10521,1,3,Website,3,10521
5819,4408,86,1074,2024-09-20,2024-10-09,2024-10-15,19,3,3,Half Board,Offline,Confirmed,11960,6,3,Website,34,71760
5820,4301,50,1440,2024-07-04,2024-08-18,2024-08-31,45,1,4,Half Board,Travel Agent,Confirmed,6732,13,5,Walk-in,7,87516
5821,2113,41,506,2025-12-24,2026-02-02,2026-02-10,40,3,1,Breakfast,Offline,Confirmed,22023,8,0,App,9,176184
5822,3745,45,1869,2025-12-15,2025-12-29,2026-01-04,14,1,1,Half Board,Offline,Checked Out,6749,6,2,Travel Agent,34,40494
5823,477,75,663,2025-05-31,2025-06-14,2025-06-29,14,2,0,Half Board,Online,Checked Out,7938,15,3,Walk-in,11,119070
5824,2050,65,1001,2026-04-05,2026-06-16,2026-07-01,72,5,3,Half Board,Corporate,Canceled,23104,15,4,Walk-in,31,346560
5825,3185,15,456,2025-07-21,2025-08-06,2025-08-10,16,5,0,Breakfast,Corporate,Canceled,11168,4,3,Travel Agent,13,44672
5826,3805,2,429,2025-12-02,2025-12-04,2025-12-11,2,2,3,Breakfast,Online,Canceled,14016,7,3,App,32,98112
5827,3160,75,454,2026-04-26,2026-07-16,2026-07-31,81,2,3,Full Board,Offline,Checked Out,15417,15,0,Travel Agent,9,231255
5828,4593,82,235,2025-06-25,2025-07-17,2025-07-20,22,2,2,Full Board,Corporate,Canceled,23271,3,0,Walk-in,14,69813
5829,3461,7,516,2026-01-08,2026-02-21,2026-03-08,44,5,2,Half Board,Travel Agent,Canceled,10972,15,1,Walk-in,14,164580
5830,3113,33,542,2026-03-21,2026-06-01,2026-06-09,72,1,0,Breakfast,Offline,Checked Out,11761,8,5,Travel Agent,12,94088
5831,855,87,945,2024-05-27,2024-07-22,2024-08-01,56,3,2,Half Board,Corporate,Confirmed,5351,10,0,Travel Agent,14,53510
5832,16,54,1076,2024-08-25,2024-11-15,2024-11-16,82,4,2,Breakfast,Offline,Canceled,20956,1,3,App,2,20956
5833,1546,74,307,2025-10-29,2026-01-18,2026-01-26,81,3,3,Half Board,Corporate,Confirmed,19199,8,5,Walk-in,12,153592
5834,1599,3,846,2025-08-03,2025-10-07,2025-10-21,65,2,0,Half Board,Offline,Checked Out,16941,14,4,App,40,237174
5835,4690,59,511,2024-09-17,2024-10-03,2024-10-04,16,4,4,Breakfast,Corporate,Checked Out,6447,1,3,Walk-in,33,6447
5836,1171,42,1404,2024-06-26,2024-09-17,2024-10-01,83,5,1,Half Board,Offline,Confirmed,20091,14,4,Website,23,281274
5837,3617,20,1891,2024-11-17,2025-02-11,2025-02-14,86,2,1,Full Board,Corporate,Confirmed,14354,3,1,App,34,43062
5838,1978,29,910,2024-05-28,2024-08-14,2024-08-24,78,5,3,Breakfast,Travel Agent,Canceled,13198,10,5,Website,10,131980
5839,4093,100,1987,2024-07-05,2024-09-27,2024-10-09,84,2,1,Breakfast,Offline,Confirmed,18714,12,0,Travel Agent,30,224568
5840,3300,79,1189,2025-01-19,2025-03-30,2025-04-07,70,1,1,Breakfast,Online,Canceled,18313,8,2,Walk-in,18,146504
5841,4621,48,1744,2024-08-19,2024-09-01,2024-09-06,13,1,3,Full Board,Corporate,Canceled,11074,5,1,Travel Agent,8,55370
5842,4761,22,1399,2025-08-09,2025-10-27,2025-10-28,79,1,0,Half Board,Corporate,Checked Out,22446,1,1,Travel Agent,4,22446
5843,3203,20,1607,2024-08-17,2024-08-19,2024-08-25,2,5,1,Breakfast,Travel Agent,Confirmed,16183,6,1,Walk-in,29,97098
5844,384,54,161,2025-04-09,2025-05-27,2025-06-05,48,5,1,Half Board,Offline,Checked Out,11593,9,1,App,20,104337
5845,992,42,232,2025-08-24,2025-09-16,2025-09-25,23,5,1,Full Board,Online,Confirmed,8001,9,2,Walk-in,9,72009
5846,4911,29,1911,2025-05-07,2025-06-07,2025-06-16,31,1,2,Full Board,Corporate,Confirmed,14560,9,3,Walk-in,40,131040
5847,2151,37,1596,2025-12-11,2026-02-26,2026-02-27,77,4,3,Breakfast,Online,Checked Out,9608,1,1,Walk-in,34,9608
5848,3808,74,3,2025-06-17,2025-09-09,2025-09-19,84,1,3,Breakfast,Corporate,Confirmed,20321,10,4,Walk-in,38,203210
5849,4193,85,781,2024-10-11,2024-12-14,2024-12-16,64,5,4,Half Board,Corporate,Checked Out,14546,2,4,Website,9,29092
5850,719,78,1648,2024-08-21,2024-08-24,2024-08-29,3,5,0,Full Board,Offline,Canceled,9634,5,2,Walk-in,23,48170
5851,3815,84,415,2024-11-05,2024-11-23,2024-11-27,18,4,0,Full Board,Online,Confirmed,24602,4,5,Walk-in,8,98408
5852,1759,63,375,2026-02-03,2026-04-21,2026-05-01,77,2,1,Breakfast,Online,Confirmed,3042,10,5,Website,7,30420
5853,4846,47,745,2025-01-14,2025-02-08,2025-02-23,25,2,3,Half Board,Offline,Canceled,22252,15,2,Website,33,333780
5854,4033,32,1225,2026-04-24,2026-06-20,2026-07-01,57,3,0,Half Board,Travel Agent,Confirmed,7787,11,0,App,5,85657
5855,4764,19,357,2024-12-19,2025-01-10,2025-01-23,22,3,3,Half Board,Corporate,Canceled,7353,13,5,App,7,95589
5856,3712,67,1704,2026-02-16,2026-04-05,2026-04-20,48,2,4,Half Board,Corporate,Canceled,21945,15,0,Travel Agent,13,329175
5857,3633,80,796,2024-11-05,2025-01-01,2025-01-14,57,5,2,Breakfast,Online,Confirmed,16137,13,4,App,36,209781
5858,1678,68,41,2026-01-28,2026-02-22,2026-03-03,25,2,1,Breakfast,Travel Agent,Checked Out,6101,9,2,App,9,54909
5859,1974,87,663,2024-11-22,2024-11-28,2024-11-29,6,1,2,Full Board,Corporate,Confirmed,14559,1,1,Website,7,14559
5860,1131,4,987,2025-09-21,2025-12-04,2025-12-06,74,5,0,Half Board,Offline,Canceled,7951,2,3,App,26,15902
5861,2866,86,1009,2024-07-14,2024-08-18,2024-08-25,35,4,4,Breakfast,Offline,Confirmed,7503,7,1,Website,28,52521
5862,1529,36,1748,2025-01-23,2025-02-28,2025-03-01,36,4,2,Full Board,Offline,Canceled,8993,1,4,Website,13,8993
5863,4648,63,1420,2026-01-24,2026-02-17,2026-02-22,24,3,4,Half Board,Corporate,Canceled,15384,5,2,App,35,76920
5864,438,2,281,2025-03-22,2025-04-24,2025-05-04,33,3,4,Breakfast,Travel Agent,Canceled,17354,10,2,Travel Agent,15,173540
5865,1883,43,602,2025-11-10,2025-11-20,2025-11-24,10,5,1,Half Board,Online,Canceled,24211,4,1,App,12,96844
5866,4873,28,850,2025-04-05,2025-05-29,2025-06-12,54,5,0,Half Board,Corporate,Canceled,6356,14,5,Website,8,88984
5867,2008,45,1346,2024-11-04,2024-11-29,2024-12-04,25,4,4,Half Board,Online,Checked Out,10960,5,1,App,30,54800
5868,2274,41,427,2025-10-05,2025-11-21,2025-11-23,47,3,0,Half Board,Offline,Confirmed,10364,2,3,Website,23,20728
5869,4078,51,1321,2026-03-11,2026-04-27,2026-04-28,47,1,1,Full Board,Corporate,Confirmed,21695,1,3,App,8,21695
5870,3909,9,840,2024-08-05,2024-08-20,2024-09-02,15,2,0,Half Board,Offline,Confirmed,13338,13,5,Travel Agent,2,173394
5871,1825,14,1016,2024-11-07,2025-01-12,2025-01-27,66,1,1,Half Board,Travel Agent,Canceled,11498,15,2,App,0,172470
5872,759,61,1207,2024-11-25,2024-12-19,2024-12-29,24,2,3,Breakfast,Travel Agent,Confirmed,16040,10,5,App,15,160400
5873,1649,5,580,2024-12-04,2025-02-20,2025-03-07,78,2,0,Full Board,Online,Confirmed,6910,15,1,Website,32,103650
5874,4415,32,904,2025-05-15,2025-06-25,2025-06-30,41,3,0,Half Board,Offline,Canceled,16971,5,3,Travel Agent,4,84855
5875,3206,95,559,2024-07-20,2024-09-27,2024-10-01,69,1,3,Full Board,Corporate,Canceled,5678,4,5,Travel Agent,9,22712
5876,1178,55,1522,2026-01-31,2026-04-03,2026-04-04,62,5,0,Half Board,Online,Confirmed,5674,1,1,Travel Agent,40,5674
5877,329,62,727,2024-10-05,2024-11-21,2024-12-02,47,1,3,Full Board,Online,Canceled,14651,11,1,Travel Agent,9,161161
5878,4147,27,300,2025-12-26,2026-02-05,2026-02-09,41,3,3,Breakfast,Offline,Confirmed,8841,4,5,Travel Agent,37,35364
5879,2648,76,1213,2024-11-26,2024-12-18,2024-12-22,22,1,3,Half Board,Offline,Checked Out,20944,4,4,Walk-in,29,83776
5880,1028,77,300,2025-12-22,2026-02-06,2026-02-20,46,4,1,Breakfast,Online,Confirmed,15299,14,1,Website,16,214186
5881,368,35,1525,2025-05-24,2025-07-02,2025-07-16,39,2,3,Breakfast,Corporate,Checked Out,20242,14,0,Walk-in,8,283388
5882,2230,65,462,2024-11-25,2024-12-08,2024-12-10,13,2,4,Half Board,Travel Agent,Confirmed,11178,2,5,Website,8,22356
5883,4521,99,1276,2025-06-23,2025-08-31,2025-09-12,69,1,4,Half Board,Corporate,Checked Out,23148,12,5,Website,11,277776
5884,1586,28,1118,2025-11-19,2025-11-20,2025-11-21,1,5,1,Full Board,Offline,Confirmed,3012,1,3,Website,33,3012
5885,1427,29,465,2026-03-10,2026-05-10,2026-05-23,61,1,2,Breakfast,Offline,Checked Out,13918,13,0,Website,36,180934
5886,2309,52,1349,2026-04-25,2026-06-29,2026-07-10,65,4,2,Half Board,Online,Checked Out,6681,11,4,Travel Agent,40,73491
5887,1792,67,661,2026-03-12,2026-04-29,2026-05-09,48,1,3,Breakfast,Travel Agent,Confirmed,23061,10,2,Website,5,230610
5888,2867,14,74,2025-07-26,2025-08-14,2025-08-26,19,3,2,Full Board,Corporate,Checked Out,8416,12,3,App,14,100992
5889,4304,1,550,2025-10-28,2025-12-13,2025-12-27,46,4,2,Full Board,Travel Agent,Canceled,8255,14,1,Website,39,115570
5890,3859,27,1741,2025-01-26,2025-04-24,2025-05-09,88,5,2,Breakfast,Offline,Confirmed,23370,15,4,Travel Agent,23,350550
5891,3547,61,1121,2025-06-20,2025-07-11,2025-07-21,21,4,0,Breakfast,Online,Canceled,4789,10,4,Walk-in,12,47890
5892,4332,10,1848,2025-02-16,2025-02-22,2025-03-06,6,3,3,Breakfast,Travel Agent,Canceled,3551,12,2,Walk-in,2,42612
5893,3181,54,439,2025-01-09,2025-03-10,2025-03-13,60,2,4,Full Board,Offline,Canceled,12872,3,1,App,15,38616
5894,4587,45,1793,2024-06-09,2024-07-19,2024-07-24,40,3,1,Full Board,Offline,Checked Out,9924,5,2,Walk-in,35,49620
5895,2963,56,1716,2025-08-27,2025-09-16,2025-09-28,20,3,3,Breakfast,Corporate,Canceled,9903,12,5,App,17,118836
5896,3188,65,260,2024-11-15,2024-11-20,2024-11-21,5,3,0,Half Board,Online,Confirmed,3185,1,2,Website,3,3185
5897,3326,17,924,2025-04-28,2025-06-28,2025-07-10,61,3,1,Half Board,Corporate,Checked Out,4797,12,0,Website,31,57564
5898,4661,80,1949,2024-09-12,2024-12-09,2024-12-19,88,1,1,Breakfast,Corporate,Confirmed,19031,10,2,App,5,190310
5899,3463,24,1335,2024-07-03,2024-08-15,2024-08-17,43,3,2,Half Board,Offline,Canceled,22246,2,1,Travel Agent,30,44492
5900,4548,36,505,2024-11-30,2025-02-19,2025-03-02,81,3,0,Full Board,Online,Confirmed,11948,11,3,Website,40,131428
5901,125,71,1985,2026-02-15,2026-02-24,2026-03-07,9,4,4,Breakfast,Travel Agent,Canceled,5873,11,4,App,11,64603
5902,1636,50,1152,2025-02-26,2025-05-05,2025-05-15,68,2,0,Half Board,Online,Confirmed,5133,10,3,Walk-in,35,51330
5903,3387,90,842,2026-01-16,2026-02-14,2026-02-28,29,5,2,Full Board,Travel Agent,Confirmed,23884,14,1,Website,32,334376
5904,4853,99,1143,2025-04-24,2025-07-20,2025-07-23,87,3,2,Half Board,Corporate,Canceled,4091,3,4,Travel Agent,0,12273
5905,3597,24,1790,2025-11-15,2025-12-18,2025-12-24,33,2,4,Breakfast,Corporate,Checked Out,16671,6,4,Travel Agent,32,100026
5906,1493,38,1052,2024-11-19,2025-02-06,2025-02-16,79,1,0,Breakfast,Online,Canceled,14743,10,0,Website,11,147430
5907,3195,95,220,2026-03-29,2026-06-22,2026-06-26,85,3,2,Breakfast,Online,Canceled,16091,4,3,Website,6,64364
5908,1218,39,1018,2026-04-17,2026-05-13,2026-05-24,26,5,3,Half Board,Offline,Checked Out,6838,11,1,Travel Agent,21,75218
5909,3982,82,1421,2025-03-04,2025-05-12,2025-05-15,69,4,0,Breakfast,Offline,Checked Out,22072,3,4,Walk-in,1,66216
5910,1375,16,668,2025-09-25,2025-11-12,2025-11-21,48,2,4,Half Board,Corporate,Canceled,10502,9,2,Travel Agent,39,94518
5911,767,89,1859,2025-09-04,2025-10-23,2025-11-04,49,2,0,Breakfast,Travel Agent,Confirmed,15240,12,5,App,38,182880
5912,4243,51,387,2025-02-20,2025-03-23,2025-03-29,31,3,2,Full Board,Online,Confirmed,23082,6,3,Website,29,138492
5913,95,61,586,2024-07-11,2024-10-04,2024-10-09,85,3,0,Breakfast,Corporate,Confirmed,5395,5,5,Website,38,26975
5914,4129,18,1133,2025-12-07,2025-12-12,2025-12-23,5,3,3,Breakfast,Corporate,Checked Out,12909,11,2,App,4,141999
5915,2766,15,1047,2025-10-27,2025-12-25,2025-12-26,59,3,2,Breakfast,Travel Agent,Confirmed,20903,1,2,App,0,20903
5916,274,13,638,2024-09-01,2024-09-08,2024-09-09,7,3,1,Full Board,Offline,Checked Out,9626,1,2,Walk-in,5,9626
5917,2957,11,736,2025-08-26,2025-10-05,2025-10-08,40,2,4,Half Board,Corporate,Canceled,14009,3,0,App,26,42027
5918,3186,52,1724,2025-09-05,2025-10-20,2025-10-27,45,4,3,Breakfast,Online,Canceled,17388,7,4,Walk-in,24,121716
5919,1863,14,1101,2025-06-07,2025-08-13,2025-08-26,67,3,3,Full Board,Online,Canceled,22871,13,3,Walk-in,27,297323
5920,3183,11,1016,2024-05-31,2024-07-07,2024-07-20,37,4,1,Half Board,Offline,Confirmed,5584,13,3,Walk-in,4,72592
5921,37,38,1933,2024-07-27,2024-08-20,2024-09-03,24,2,2,Full Board,Travel Agent,Checked Out,10965,14,3,Website,18,153510
5922,749,80,1430,2025-03-17,2025-06-10,2025-06-12,85,5,3,Breakfast,Travel Agent,Checked Out,24710,2,4,App,5,49420
5923,339,72,1105,2025-11-17,2025-11-18,2025-11-21,1,1,2,Full Board,Corporate,Checked Out,6430,3,4,App,5,19290
5924,3923,81,1007,2025-05-02,2025-06-29,2025-07-01,58,3,2,Breakfast,Online,Confirmed,10829,2,2,App,2,21658
5925,1193,56,1885,2026-03-28,2026-04-17,2026-04-27,20,3,2,Full Board,Online,Confirmed,7276,10,3,Travel Agent,36,72760
5926,4073,32,315,2024-06-12,2024-07-02,2024-07-04,20,1,1,Full Board,Offline,Canceled,20395,2,3,Website,23,40790
5927,2971,18,1320,2025-08-24,2025-09-24,2025-10-05,31,1,1,Full Board,Travel Agent,Confirmed,14661,11,2,Walk-in,34,161271
5928,2071,12,1687,2024-09-27,2024-10-07,2024-10-19,10,5,2,Breakfast,Corporate,Confirmed,12469,12,4,App,26,149628
5929,1663,7,718,2025-01-03,2025-03-24,2025-03-27,80,2,3,Breakfast,Offline,Checked Out,19568,3,1,Walk-in,5,58704
5930,2489,8,1719,2026-04-10,2026-05-15,2026-05-21,35,3,0,Breakfast,Offline,Checked Out,14320,6,1,Website,38,85920
5931,3604,80,1536,2024-10-10,2024-10-12,2024-10-21,2,3,0,Full Board,Offline,Confirmed,5889,9,3,Website,17,53001
5932,2439,93,938,2025-09-18,2025-11-22,2025-12-01,65,4,4,Half Board,Travel Agent,Confirmed,17061,9,4,Walk-in,9,153549
5933,4718,9,1,2025-04-16,2025-06-16,2025-06-25,61,1,4,Full Board,Travel Agent,Checked Out,8664,9,0,Travel Agent,11,77976
5934,4530,84,322,2024-10-08,2024-11-28,2024-12-07,51,3,0,Half Board,Offline,Checked Out,11763,9,5,Walk-in,3,105867
5935,4352,95,1595,2025-05-23,2025-08-03,2025-08-15,72,3,3,Breakfast,Travel Agent,Checked Out,11618,12,5,Website,28,139416
5936,3944,38,1462,2024-06-26,2024-08-24,2024-09-08,59,5,0,Half Board,Offline,Confirmed,3009,15,3,Website,37,45135
5937,491,8,129,2026-03-25,2026-04-10,2026-04-13,16,2,0,Full Board,Offline,Checked Out,24026,3,2,Travel Agent,17,72078
5938,1702,48,41,2024-06-02,2024-07-31,2024-08-01,59,1,1,Full Board,Travel Agent,Checked Out,11027,1,4,Travel Agent,38,11027
5939,2139,80,1237,2026-03-11,2026-03-28,2026-04-08,17,4,1,Half Board,Travel Agent,Confirmed,20704,11,4,Website,34,227744
5940,1714,28,1605,2025-04-01,2025-04-26,2025-05-06,25,4,1,Half Board,Offline,Confirmed,17631,10,2,Walk-in,16,176310
5941,3104,78,1489,2025-04-26,2025-05-06,2025-05-10,10,4,3,Half Board,Corporate,Checked Out,3863,4,1,Walk-in,26,15452
5942,4785,80,1309,2026-03-03,2026-04-18,2026-04-20,46,2,0,Breakfast,Offline,Confirmed,4392,2,5,App,21,8784
5943,4141,52,1435,2026-01-27,2026-03-10,2026-03-19,42,3,0,Breakfast,Offline,Checked Out,18580,9,2,Walk-in,36,167220
5944,1311,54,1026,2025-06-15,2025-09-06,2025-09-13,83,4,3,Breakfast,Online,Canceled,17962,7,5,Travel Agent,24,125734
5945,2869,34,748,2025-12-03,2025-12-23,2025-12-31,20,5,2,Full Board,Offline,Canceled,13740,8,3,Travel Agent,33,109920
5946,4125,3,336,2024-05-16,2024-06-24,2024-06-27,39,5,4,Half Board,Travel Agent,Confirmed,20792,3,5,Website,14,62376
5947,4637,35,1262,2024-08-14,2024-10-05,2024-10-08,52,3,4,Breakfast,Corporate,Confirmed,7509,3,2,App,26,22527
5948,1797,63,956,2025-02-18,2025-05-17,2025-05-30,88,5,2,Breakfast,Offline,Confirmed,10407,13,2,App,28,135291
5949,1735,71,73,2024-10-04,2024-10-05,2024-10-10,1,1,0,Half Board,Offline,Canceled,4329,5,4,Walk-in,8,21645
5950,4251,92,1097,2025-10-08,2025-10-18,2025-10-20,10,5,3,Breakfast,Online,Checked Out,14645,2,3,Travel Agent,40,29290
