cancellation_id,booking_id,cancellation_date,cancellation_reason,refund_amount,refund_status,cancellation_source
951,3356,2025-01-30,Schedule Conflict,1037,Pending,Hotel
952,9743,2024-08-18,Emergency,33184,Processed,Hotel
953,11383,2026-05-06,Travel Restriction,22542,Processed,System
954,1611,2025-04-11,Schedule Conflict,22231,Pending,Hotel
955,10261,2024-06-04,Health Issue,33775,Pending,System
956,4120,2025-03-10,Emergency,36477,Processed,Customer
957,11890,2024-11-30,Emergency,24926,Processed,System
958,11399,2026-02-03,Personal Issue,22651,Processed,Customer
959,6310,2025-06-18,Schedule Conflict,41835,Processed,Customer
960,1342,2026-04-03,Health Issue,27262,Pending,Hotel
961,387,2025-11-14,Price Change,37596,Pending,System
962,3191,2025-10-23,Travel Restriction,26208,Pending,Customer
963,10914,2024-05-17,Travel Restriction,34517,Pending,System
964,9952,2024-11-24,Emergency,42835,Processed,Hotel
965,8869,2025-06-05,Health Issue,45530,Pending,Customer
966,8808,2025-07-18,Travel Restriction,4461,Pending,System
967,2502,2024-05-28,Health Issue,5954,Processed,Customer
968,8099,2025-08-29,Health Issue,27542,Processed,System
969,6686,2025-02-24,Personal Issue,12597,Processed,Hotel
970,3758,2025-06-13,Schedule Conflict,15830,Processed,Customer
971,6432,2026-02-16,Schedule Conflict,9171,Pending,Customer
972,6494,2024-06-07,Emergency,12396,Processed,Hotel
973,4189,2025-07-24,Emergency,24940,Processed,System
974,10895,2024-06-25,Personal Issue,37783,Pending,Customer
975,1834,2024-12-31,Health Issue,2017,Pending,System
976,8853,2024-08-12,Personal Issue,27943,Pending,System
977,51,2024-07-10,Price Change,17689,Processed,System
978,8106,2025-02-18,Price Change,6631,Pending,Hotel
979,7131,2026-03-16,Schedule Conflict,14726,Processed,Hotel
980,7462,2024-05-09,Travel Restriction,2500,Processed,System
981,6727,2024-05-11,Personal Issue,43668,Processed,Hotel
982,10168,2024-12-27,Health Issue,1070,Pending,System
983,4688,2025-04-06,Personal Issue,43315,Pending,Hotel
984,10589,2024-11-08,Travel Restriction,39949,Pending,Hotel
985,10529,2025-01-04,Price Change,16872,Processed,System
986,7642,2024-11-20,Price Change,15335,Processed,Customer
987,3911,2025-06-30,Emergency,16663,Pending,Customer
988,8232,2024-11-11,Price Change,47476,Pending,Customer
989,7222,2025-02-25,Emergency,38593,Processed,Hotel
990,5767,2025-01-11,Health Issue,42787,Pending,Hotel
991,8684,2025-05-18,Personal Issue,49011,Processed,Hotel
992,6977,2025-06-09,Price Change,35396,Processed,System
993,10611,2025-04-20,Travel Restriction,35072,Pending,System
994,3028,2025-02-17,Travel Restriction,7661,Pending,Hotel
995,316,2025-02-12,Price Change,32400,Processed,Customer
996,2451,2025-07-14,Travel Restriction,14738,Processed,Customer
997,1112,2024-11-26,Health Issue,31355,Pending,Hotel
998,4279,2025-09-28,Emergency,21789,Processed,Customer
999,8221,2024-07-26,Personal Issue,10237,Processed,System
1000,4325,2025-03-22,Emergency,14614,Pending,Hotel
1001,11164,2025-12-11,Travel Restriction,40145,Processed,System
1002,5389,2024-12-01,Travel Restriction,33847,Pending,Hotel
1003,7047,2024-08-04,Personal Issue,10918,Processed,Hotel
1004,401,2025-02-10,Schedule Conflict,21866,Pending,Customer
1005,5235,2025-03-22,Travel Restriction,19563,Processed,Customer
1006,11396,2026-02-13,Travel Restriction,49725,Pending,Hotel
1007,10185,2024-11-26,Emergency,34431,Processed,Customer
1008,4461,2024-12-27,Price Change,41486,Processed,Customer
1009,4584,2025-02-01,Emergency,18447,Pending,System
1010,4543,2025-12-04,Price Change,3324,Processed,Customer
1011,575,2026-03-08,Schedule Conflict,46955,Processed,Customer
1012,4712,2026-01-06,Health Issue,19858,Processed,System
1013,10634,2025-06-15,Emergency,1778,Pending,System
1014,11894,2025-05-10,Health Issue,46678,Processed,Hotel
1015,10159,2026-04-30,Schedule Conflict,26750,Pending,System
1016,297,2026-04-28,Schedule Conflict,21928,Processed,System
1017,154,2024-08-13,Price Change,10937,Pending,Hotel
1018,9734,2026-02-21,Price Change,7758,Pending,Customer
1019,2008,2024-09-13,Travel Restriction,28718,Pending,System
1020,4407,2025-11-25,Health Issue,6455,Pending,Customer
1021,1271,2025-02-11,Emergency,15734,Pending,Customer
1022,7755,2025-01-12,Emergency,43808,Pending,System
1023,11063,2026-04-14,Personal Issue,23902,Pending,Customer
1024,3703,2024-11-07,Price Change,20779,Processed,System
1025,6414,2025-07-25,Health Issue,4625,Processed,Hotel
1026,5444,2024-11-04,Schedule Conflict,22421,Pending,Hotel
1027,9935,2025-03-01,Health Issue,42769,Processed,Hotel
1028,1453,2025-05-11,Price Change,31972,Processed,Customer
1029,9583,2025-09-08,Travel Restriction,11443,Pending,Hotel
1030,3570,2025-05-30,Schedule Conflict,12311,Processed,Customer
1031,9718,2025-01-06,Emergency,42792,Pending,System
1032,3941,2025-11-18,Personal Issue,8035,Processed,Customer
1033,9477,2025-04-19,Travel Restriction,13287,Pending,Customer
1034,8654,2024-09-06,Schedule Conflict,47370,Processed,System
1035,7310,2026-03-13,Personal Issue,23409,Processed,Customer
1036,6645,2026-02-20,Health Issue,45033,Processed,System
1037,1110,2026-04-14,Health Issue,13534,Pending,System
1038,6216,2024-11-15,Emergency,24051,Processed,Hotel
1039,11970,2025-06-20,Personal Issue,30751,Pending,Hotel
1040,5638,2025-06-08,Emergency,27162,Processed,System
1041,2166,2024-12-30,Personal Issue,7382,Processed,Hotel
1042,8773,2025-07-07,Schedule Conflict,29373,Processed,System
1043,167,2025-05-30,Price Change,35581,Pending,Customer
1044,4194,2026-02-01,Personal Issue,39164,Processed,Hotel
1045,3798,2024-07-12,Personal Issue,30002,Pending,Hotel
1046,3525,2024-05-22,Schedule Conflict,22719,Pending,Hotel
1047,6424,2024-09-16,Emergency,45390,Processed,Customer
1048,4511,2025-12-14,Personal Issue,37153,Processed,Customer
1049,6996,2026-02-17,Health Issue,15740,Pending,Hotel
1050,5089,2024-10-21,Schedule Conflict,21466,Pending,Customer
1051,7860,2024-06-16,Health Issue,18421,Processed,Customer
1052,8983,2025-11-14,Price Change,39839,Processed,Hotel
1053,8870,2024-06-15,Travel Restriction,6365,Processed,Customer
1054,1703,2024-08-30,Price Change,27335,Pending,System
1055,5883,2026-01-24,Price Change,20351,Pending,System
1056,6818,2025-01-30,Travel Restriction,12623,Pending,Customer
1057,10164,2024-08-05,Emergency,4112,Pending,Hotel
1058,4086,2025-03-21,Price Change,9933,Processed,Customer
1059,6308,2025-12-23,Schedule Conflict,45640,Pending,System
1060,5490,2025-03-09,Emergency,30743,Pending,Customer
1061,1753,2025-02-08,Health Issue,9311,Processed,Customer
1062,2448,2025-07-27,Price Change,32230,Pending,Customer
1063,9646,2024-06-29,Price Change,26173,Pending,Customer
1064,3891,2026-04-29,Health Issue,21583,Pending,Customer
1065,3237,2026-03-05,Health Issue,39988,Pending,Hotel
1066,8938,2026-03-21,Personal Issue,10861,Pending,Hotel
1067,6215,2025-12-29,Emergency,4241,Processed,Customer
1068,5511,2025-07-03,Personal Issue,20182,Pending,System
1069,3417,2024-08-16,Personal Issue,5550,Processed,Hotel
1070,4698,2025-02-26,Travel Restriction,39809,Pending,Customer
1071,8854,2025-11-23,Price Change,17355,Processed,Hotel
1072,3526,2024-06-05,Health Issue,2615,Pending,System
1073,7259,2024-08-23,Price Change,49263,Pending,System
1074,7354,2025-12-15,Travel Restriction,39242,Pending,System
1075,5368,2025-09-18,Personal Issue,40672,Processed,Hotel
1076,8471,2024-09-24,Price Change,45809,Processed,Hotel
1077,5377,2024-09-27,Schedule Conflict,8385,Pending,Customer
1078,3778,2025-03-15,Personal Issue,30171,Pending,Customer
1079,2062,2025-03-17,Personal Issue,25557,Processed,Customer
1080,2684,2025-03-03,Travel Restriction,43805,Processed,System
1081,4732,2024-05-12,Personal Issue,31707,Processed,Hotel
1082,9762,2025-03-28,Travel Restriction,29755,Pending,Hotel
1083,1868,2025-04-26,Travel Restriction,10565,Pending,System
1084,1000,2026-02-05,Personal Issue,17691,Processed,System
1085,3796,2025-06-11,Price Change,36570,Pending,Hotel
1086,4651,2024-05-15,Travel Restriction,31509,Processed,Customer
1087,6994,2025-04-15,Travel Restriction,27795,Processed,Customer
1088,5367,2025-05-25,Travel Restriction,2519,Processed,System
1089,3293,2025-03-02,Price Change,16377,Processed,Customer
1090,7828,2024-12-14,Health Issue,20936,Pending,Customer
1091,11435,2025-07-19,Health Issue,49456,Pending,Customer
1092,8903,2025-12-26,Travel Restriction,34302,Pending,Customer
1093,6282,2025-02-07,Health Issue,13278,Pending,Customer
1094,1669,2025-09-13,Health Issue,30710,Processed,Customer
1095,6490,2024-11-11,Health Issue,14639,Processed,System
1096,132,2024-09-20,Schedule Conflict,10299,Pending,Customer
1097,2719,2025-07-31,Travel Restriction,49167,Processed,Hotel
1098,7080,2025-01-09,Travel Restriction,33927,Processed,Hotel
1099,1746,2025-03-30,Price Change,9416,Pending,Customer
1100,403,2025-09-14,Price Change,23203,Processed,System
1101,5234,2024-11-27,Personal Issue,47357,Processed,Customer
1102,2254,2024-09-24,Emergency,16845,Pending,System
1103,6775,2025-08-01,Price Change,2181,Processed,Customer
1104,10388,2025-11-02,Travel Restriction,40083,Pending,Hotel
1105,6155,2026-04-20,Health Issue,34977,Pending,Customer
1106,6596,2025-05-06,Personal Issue,12568,Processed,System
1107,3302,2024-05-22,Price Change,37520,Processed,Customer
1108,6204,2025-11-20,Schedule Conflict,28609,Processed,System
1109,11067,2024-11-08,Personal Issue,38727,Pending,System
1110,8559,2026-01-31,Travel Restriction,40385,Processed,System
1111,7908,2024-05-12,Schedule Conflict,35701,Pending,System
1112,2507,2024-11-20,Schedule Conflict,48096,Processed,System
1113,11696,2025-02-08,Health Issue,27660,Pending,Customer
1114,10646,2024-12-04,Schedule Conflict,26734,Processed,Customer
1115,2069,2026-01-30,Personal Issue,14088,Processed,Hotel
1116,9673,2024-07-26,Travel Restriction,40039,Pending,Customer
1117,7273,2026-01-27,Personal Issue,46946,Pending,Hotel
1118,10589,2025-05-06,Personal Issue,19632,Processed,Customer
1119,506,2025-01-13,Travel Restriction,26238,Processed,System
1120,9182,2024-11-02,Personal Issue,26069,Processed,Customer
1121,2564,2024-09-29,Emergency,15505,Processed,Hotel
1122,531,2025-11-10,Personal Issue,19380,Pending,System
1123,8282,2025-04-03,Travel Restriction,21039,Processed,System
1124,238,2026-01-28,Price Change,27555,Pending,Customer
1125,10393,2025-08-03,Emergency,10751,Pending,System
1126,2712,2024-09-16,Emergency,3483,Processed,Hotel
1127,7164,2025-05-25,Price Change,16517,Pending,System
1128,131,2026-03-13,Emergency,22155,Pending,Customer
1129,10378,2026-02-11,Health Issue,32685,Processed,System
1130,328,2025-06-26,Price Change,45510,Processed,Customer
1131,1695,2025-10-26,Emergency,33534,Processed,Customer
1132,8361,2026-04-08,Travel Restriction,13155,Processed,System
1133,2083,2026-04-20,Health Issue,23049,Processed,System
1134,6392,2024-05-22,Travel Restriction,19190,Pending,Hotel
1135,3843,2025-06-25,Price Change,3843,Processed,System
1136,11673,2026-03-29,Travel Restriction,39797,Pending,Hotel
1137,9718,2024-08-16,Personal Issue,23659,Processed,System
1138,11772,2025-11-19,Schedule Conflict,1650,Processed,Hotel
1139,3737,2026-02-19,Schedule Conflict,20028,Pending,Hotel
1140,7376,2025-07-22,Personal Issue,19127,Processed,Customer
1141,3868,2025-01-03,Health Issue,26100,Processed,Customer
1142,11568,2024-09-28,Travel Restriction,49819,Pending,Hotel
1143,10994,2025-01-13,Health Issue,10232,Pending,Hotel
1144,257,2025-07-26,Schedule Conflict,34131,Pending,Hotel
1145,9009,2024-09-20,Schedule Conflict,12831,Processed,System
1146,10714,2025-07-18,Price Change,48295,Pending,System
1147,9914,2025-09-09,Travel Restriction,47975,Pending,Customer
1148,4085,2025-12-05,Personal Issue,5088,Pending,Customer
1149,855,2026-03-05,Schedule Conflict,29057,Processed,Hotel
1150,7540,2026-02-04,Health Issue,30322,Pending,System
1151,4526,2025-08-23,Personal Issue,45555,Pending,System
1152,1845,2024-08-24,Schedule Conflict,42782,Processed,Customer
1153,11549,2025-02-07,Personal Issue,8932,Pending,System
1154,7441,2025-09-22,Schedule Conflict,34217,Pending,Hotel
1155,4198,2025-03-09,Personal Issue,4538,Processed,Hotel
1156,2357,2024-12-04,Emergency,18695,Processed,System
1157,5381,2024-05-26,Price Change,30783,Pending,Hotel
1158,11562,2024-11-30,Travel Restriction,39602,Pending,Customer
1159,5285,2024-12-03,Travel Restriction,6997,Processed,Customer
1160,10546,2026-04-15,Travel Restriction,15824,Pending,Customer
1161,5842,2026-01-08,Price Change,30235,Pending,System
1162,1330,2024-12-24,Price Change,34789,Processed,Customer
1163,3717,2024-10-05,Travel Restriction,21909,Pending,System
1164,10902,2025-03-26,Emergency,48360,Processed,Hotel
1165,6566,2025-06-09,Personal Issue,10688,Processed,Hotel
1166,2480,2025-12-01,Personal Issue,21678,Pending,Customer
1167,6644,2025-02-27,Schedule Conflict,14738,Pending,System
1168,13,2025-01-24,Travel Restriction,33624,Pending,System
1169,6459,2025-07-29,Travel Restriction,35101,Processed,Customer
1170,11226,2025-02-08,Health Issue,34493,Processed,Customer
1171,5162,2025-10-13,Personal Issue,39971,Pending,Customer
1172,8575,2025-07-31,Emergency,13758,Pending,Customer
1173,7520,2024-08-02,Personal Issue,44240,Pending,Hotel
1174,6988,2025-07-20,Emergency,10101,Processed,Customer
1175,11219,2024-05-28,Price Change,23544,Processed,Hotel
1176,5043,2025-03-18,Schedule Conflict,40896,Processed,Customer
1177,9841,2024-10-14,Travel Restriction,16578,Processed,Customer
1178,66,2025-05-28,Schedule Conflict,30267,Pending,Customer
1179,10176,2024-10-21,Personal Issue,21973,Processed,Customer
1180,2455,2025-08-20,Travel Restriction,36255,Pending,System
1181,1013,2024-11-16,Price Change,25069,Processed,Customer
1182,6594,2025-04-24,Personal Issue,3784,Pending,System
1183,5848,2025-10-08,Schedule Conflict,13044,Processed,Hotel
1184,1578,2024-09-27,Emergency,46281,Pending,System
1185,5196,2025-10-12,Price Change,35072,Processed,Hotel
1186,11360,2026-03-10,Personal Issue,14046,Pending,Hotel
1187,2141,2024-12-01,Travel Restriction,44690,Pending,Customer
1188,5621,2026-04-16,Schedule Conflict,19324,Processed,Customer
1189,10166,2024-09-30,Health Issue,13277,Pending,Customer
1190,10794,2024-05-30,Emergency,27216,Pending,Hotel
1191,1820,2025-06-16,Travel Restriction,19473,Pending,Hotel
1192,297,2026-03-17,Travel Restriction,32110,Processed,Customer
1193,1237,2025-06-13,Emergency,36433,Pending,Customer
1194,8112,2024-06-03,Travel Restriction,27829,Pending,Customer
1195,5623,2025-03-25,Schedule Conflict,17654,Pending,System
1196,11646,2025-06-14,Personal Issue,37253,Processed,Customer
1197,6385,2024-07-17,Health Issue,27942,Processed,System
1198,5259,2025-03-30,Health Issue,47139,Pending,Hotel
1199,2842,2025-10-08,Travel Restriction,30818,Processed,Hotel
1200,3584,2025-08-28,Schedule Conflict,9285,Processed,System
1201,2518,2024-12-27,Emergency,49903,Processed,Customer
1202,4837,2025-09-14,Schedule Conflict,6646,Processed,System
1203,514,2026-01-22,Price Change,39437,Pending,Hotel
1204,10287,2025-03-14,Schedule Conflict,14271,Processed,Hotel
1205,3279,2026-02-06,Price Change,15999,Pending,Customer
1206,4898,2025-10-08,Emergency,24573,Pending,Hotel
1207,1344,2025-11-30,Price Change,17195,Processed,System
1208,1163,2025-12-08,Health Issue,28012,Pending,Customer
1209,9757,2024-10-24,Personal Issue,29549,Processed,Hotel
1210,10491,2025-12-20,Emergency,2470,Processed,Hotel
1211,11424,2026-01-20,Price Change,5808,Pending,Hotel
1212,1547,2024-09-22,Schedule Conflict,42488,Pending,Customer
1213,7551,2026-03-18,Emergency,4264,Pending,Hotel
1214,6870,2026-02-25,Price Change,5383,Pending,Hotel
1215,7883,2024-11-09,Price Change,17876,Processed,Customer
1216,11194,2024-05-21,Schedule Conflict,24419,Processed,System
1217,2305,2024-08-30,Schedule Conflict,7175,Pending,System
1218,3068,2025-07-16,Price Change,27789,Processed,Customer
1219,6983,2025-08-27,Personal Issue,44310,Processed,Hotel
1220,3552,2024-06-29,Personal Issue,47809,Pending,System
1221,11625,2025-08-17,Emergency,39644,Pending,Customer
1222,7949,2026-04-03,Personal Issue,22512,Processed,System
1223,11983,2024-09-06,Schedule Conflict,35387,Processed,System
1224,3428,2025-04-09,Personal Issue,39532,Processed,Customer
1225,1203,2024-05-14,Price Change,15525,Processed,System
1226,834,2026-04-19,Emergency,24398,Processed,Hotel
1227,3709,2024-10-30,Emergency,43155,Processed,Hotel
1228,7406,2025-01-20,Price Change,45440,Pending,Hotel
1229,7953,2026-01-06,Health Issue,23365,Processed,Hotel
1230,8151,2024-07-25,Personal Issue,45255,Pending,Customer
1231,1031,2025-11-02,Price Change,28465,Pending,Hotel
1232,3154,2026-02-01,Schedule Conflict,46080,Processed,Hotel
1233,9300,2024-05-19,Personal Issue,16539,Pending,System
1234,6334,2024-07-10,Health Issue,24988,Processed,System
1235,10337,2024-10-26,Health Issue,41710,Pending,System
1236,4282,2026-03-02,Schedule Conflict,10024,Processed,System
1237,916,2024-11-10,Price Change,8893,Processed,Hotel
1238,5189,2024-06-15,Schedule Conflict,49739,Processed,System
1239,2135,2025-02-15,Travel Restriction,4515,Processed,Customer
1240,8203,2025-09-14,Price Change,14664,Processed,System
1241,10982,2025-09-01,Personal Issue,12896,Processed,Customer
1242,10869,2024-11-07,Health Issue,37491,Processed,Hotel
1243,5925,2025-12-02,Schedule Conflict,7462,Processed,System
1244,11003,2026-04-27,Emergency,12741,Pending,Customer
1245,8950,2024-10-29,Schedule Conflict,40264,Pending,Hotel
1246,10352,2024-11-11,Price Change,27580,Processed,System
1247,5995,2024-12-24,Emergency,18271,Pending,Hotel
1248,10756,2025-11-12,Health Issue,12120,Processed,System
1249,4380,2024-06-21,Travel Restriction,29686,Pending,System
1250,104,2026-05-01,Emergency,33003,Processed,Customer
1251,2183,2025-04-09,Personal Issue,25638,Processed,System
1252,2344,2024-07-07,Emergency,10133,Pending,Hotel
1253,1526,2025-08-13,Health Issue,49579,Pending,System
1254,6791,2024-11-23,Emergency,16221,Pending,System
1255,708,2025-08-18,Health Issue,39228,Processed,Hotel
1256,8204,2025-05-03,Price Change,27075,Processed,System
1257,508,2026-01-14,Travel Restriction,2654,Processed,Customer
1258,106,2026-03-07,Emergency,40785,Processed,Customer
1259,2880,2024-06-25,Personal Issue,3609,Pending,Hotel
1260,11444,2026-04-09,Travel Restriction,39330,Processed,System
1261,6474,2025-12-08,Emergency,48797,Processed,System
1262,8460,2024-12-15,Schedule Conflict,5561,Processed,Hotel
1263,1098,2025-05-22,Personal Issue,21092,Pending,System
1264,11520,2025-12-09,Health Issue,29106,Pending,Hotel
1265,6550,2025-04-17,Emergency,39426,Processed,System
1266,1603,2024-05-19,Schedule Conflict,2376,Processed,System
1267,11857,2025-08-22,Schedule Conflict,16291,Processed,System
1268,8398,2024-10-26,Price Change,5625,Pending,System
1269,11709,2025-07-07,Emergency,15672,Processed,Hotel
1270,4172,2026-01-28,Price Change,36923,Processed,Customer
1271,1317,2026-02-22,Emergency,36702,Processed,Hotel
1272,733,2024-07-08,Price Change,38587,Pending,Hotel
1273,4782,2024-12-15,Personal Issue,44195,Pending,Customer
1274,2504,2024-06-16,Emergency,33223,Processed,Hotel
1275,10090,2025-11-06,Personal Issue,13873,Pending,System
1276,4188,2024-12-02,Personal Issue,46900,Processed,Customer
1277,2361,2025-02-25,Health Issue,26177,Pending,Hotel
1278,5357,2025-02-06,Schedule Conflict,26585,Pending,Hotel
1279,11339,2025-07-29,Price Change,17208,Processed,Customer
1280,10154,2024-06-10,Emergency,15145,Pending,Customer
1281,6807,2025-11-05,Health Issue,20409,Processed,Hotel
1282,11283,2024-12-19,Schedule Conflict,11373,Pending,Customer
1283,6896,2024-05-25,Travel Restriction,27268,Pending,Hotel
1284,6292,2026-04-28,Health Issue,33897,Processed,Customer
1285,10994,2024-07-26,Health Issue,3171,Pending,Hotel
1286,10781,2025-12-31,Emergency,17515,Pending,Hotel
1287,10796,2026-04-11,Emergency,35945,Processed,Customer
1288,1152,2025-10-23,Personal Issue,44291,Processed,System
1289,3275,2025-03-20,Personal Issue,43173,Pending,Customer
1290,2843,2024-09-01,Health Issue,32793,Pending,Customer
1291,10452,2024-11-20,Emergency,32997,Pending,System
1292,2296,2025-11-21,Price Change,34874,Processed,System
1293,8608,2024-06-28,Price Change,3620,Processed,Customer
1294,1332,2026-04-02,Personal Issue,5133,Pending,Hotel
1295,1264,2026-04-20,Personal Issue,21139,Pending,System
1296,11550,2025-10-14,Personal Issue,30487,Pending,Customer
1297,7150,2024-07-16,Emergency,7000,Pending,System
1298,6459,2024-06-28,Health Issue,23950,Pending,Hotel
1299,2660,2025-12-26,Schedule Conflict,32940,Processed,Customer
1300,135,2024-06-08,Travel Restriction,30331,Pending,Hotel
1301,11484,2026-05-05,Price Change,29068,Pending,System
1302,6048,2025-01-14,Health Issue,27341,Pending,Hotel
1303,12000,2025-05-16,Emergency,19461,Processed,Customer
1304,1166,2024-09-08,Emergency,30222,Processed,System
1305,266,2024-10-03,Travel Restriction,24712,Pending,Customer
1306,8953,2024-09-19,Emergency,26624,Processed,Hotel
1307,11557,2024-07-26,Travel Restriction,31091,Processed,Customer
1308,5230,2024-06-01,Personal Issue,12812,Processed,Customer
1309,805,2026-02-15,Personal Issue,15081,Processed,Customer
1310,1965,2025-11-26,Personal Issue,44583,Pending,Hotel
1311,9135,2026-02-18,Emergency,46607,Processed,Hotel
1312,157,2025-01-21,Personal Issue,47075,Pending,System
1313,9463,2024-10-22,Schedule Conflict,29291,Processed,System
1314,2274,2026-02-21,Personal Issue,38081,Processed,System
1315,5032,2025-08-08,Schedule Conflict,30103,Processed,Customer
1316,544,2025-11-04,Health Issue,49266,Processed,Customer
1317,5784,2024-06-10,Schedule Conflict,25895,Processed,Customer
1318,11620,2024-08-10,Health Issue,36224,Pending,System
1319,68,2025-09-02,Emergency,42431,Processed,System
1320,11025,2024-10-12,Price Change,47602,Pending,Customer
1321,8089,2025-02-20,Travel Restriction,12987,Pending,System
1322,3175,2026-04-05,Emergency,23166,Pending,Hotel
1323,3889,2024-07-02,Health Issue,37076,Processed,System
1324,8120,2026-04-09,Price Change,29382,Processed,Customer
1325,10016,2026-04-25,Personal Issue,6479,Pending,Customer
1326,10028,2025-10-30,Schedule Conflict,49281,Processed,Hotel
1327,5743,2025-02-17,Emergency,41207,Pending,Hotel
1328,883,2025-05-26,Emergency,32097,Processed,Customer
1329,749,2026-04-15,Health Issue,43232,Pending,Customer
1330,3172,2026-04-10,Emergency,10795,Processed,Customer
1331,4923,2025-01-03,Personal Issue,44492,Pending,Hotel
1332,4850,2025-07-24,Schedule Conflict,22143,Pending,Hotel
1333,6247,2025-12-21,Travel Restriction,41702,Processed,Hotel
1334,9701,2026-01-20,Personal Issue,34230,Processed,Customer
1335,242,2024-05-19,Personal Issue,45119,Processed,Hotel
1336,4894,2024-07-06,Personal Issue,12285,Processed,System
1337,7337,2026-04-08,Emergency,35679,Pending,Customer
1338,3731,2025-02-22,Travel Restriction,8139,Processed,System
1339,11793,2024-08-31,Price Change,2307,Pending,Customer
1340,3969,2024-05-19,Health Issue,47645,Processed,System
1341,2385,2025-08-06,Health Issue,25290,Pending,Customer
1342,10480,2026-04-28,Price Change,28513,Processed,Customer
1343,9971,2025-05-17,Schedule Conflict,9719,Pending,System
1344,8243,2025-03-19,Travel Restriction,3694,Processed,Hotel
1345,9678,2025-08-11,Schedule Conflict,21163,Pending,Customer
1346,4351,2025-07-31,Emergency,20627,Processed,Customer
1347,6521,2025-09-01,Price Change,8852,Processed,Hotel
1348,4634,2025-07-09,Travel Restriction,13059,Processed,Customer
1349,5,2026-03-09,Schedule Conflict,26343,Pending,Customer
1350,6330,2025-12-10,Personal Issue,6986,Pending,Hotel
1351,9350,2024-11-20,Health Issue,11614,Processed,Hotel
1352,163,2025-07-14,Personal Issue,41290,Pending,Hotel
1353,9220,2025-08-21,Schedule Conflict,6113,Processed,Hotel
1354,6394,2025-10-20,Price Change,1511,Pending,Customer
1355,2221,2025-06-25,Schedule Conflict,40866,Pending,System
1356,7982,2025-05-31,Schedule Conflict,16515,Processed,System
1357,4057,2024-05-25,Price Change,33985,Pending,Hotel
1358,6083,2024-11-12,Emergency,1630,Processed,Hotel
1359,6855,2026-01-01,Personal Issue,31189,Processed,Hotel
1360,10926,2025-04-20,Emergency,35615,Pending,System
1361,9720,2025-01-07,Travel Restriction,15239,Pending,Hotel
1362,8657,2024-06-20,Price Change,3573,Processed,Hotel
1363,8851,2025-02-08,Emergency,13189,Pending,Hotel
1364,3295,2024-12-01,Price Change,4450,Pending,Hotel
1365,8359,2025-04-27,Personal Issue,14737,Processed,System
1366,4219,2025-10-09,Schedule Conflict,32225,Pending,System
1367,7718,2024-06-23,Schedule Conflict,40485,Processed,Hotel
1368,7823,2025-11-07,Price Change,34484,Pending,Customer
1369,7897,2024-09-02,Personal Issue,4179,Processed,Customer
1370,5134,2025-07-28,Personal Issue,23193,Pending,Hotel
1371,8351,2025-05-12,Health Issue,47801,Pending,System
1372,7535,2026-03-07,Health Issue,30605,Processed,Hotel
1373,3180,2024-10-12,Schedule Conflict,11900,Processed,System
1374,10222,2026-04-14,Price Change,41270,Processed,Hotel
1375,1445,2024-11-17,Emergency,44968,Processed,Hotel
1376,218,2025-02-03,Schedule Conflict,46225,Pending,Hotel
1377,1944,2025-09-09,Emergency,49672,Processed,Hotel
1378,4984,2025-10-25,Emergency,36797,Pending,System
1379,7749,2024-06-14,Schedule Conflict,41652,Processed,System
1380,2484,2024-06-25,Price Change,6116,Pending,Hotel
1381,4196,2025-07-01,Travel Restriction,26123,Processed,System
1382,6860,2024-07-15,Travel Restriction,23700,Processed,Hotel
1383,5111,2024-09-11,Price Change,13677,Processed,Customer
1384,6526,2025-07-07,Health Issue,32579,Processed,System
1385,6145,2025-06-25,Health Issue,16739,Processed,Hotel
1386,4532,2024-06-16,Personal Issue,44330,Pending,Hotel
1387,1564,2025-06-28,Personal Issue,35747,Pending,System
1388,169,2024-06-01,Emergency,37502,Processed,System
1389,4328,2025-03-07,Travel Restriction,29433,Processed,Customer
1390,1383,2024-11-29,Emergency,22158,Pending,System
1391,1223,2024-07-19,Personal Issue,24110,Processed,Hotel
1392,10620,2024-06-19,Personal Issue,31062,Pending,Customer
1393,10590,2024-10-16,Personal Issue,24469,Pending,System
1394,5484,2025-12-05,Health Issue,36906,Processed,Hotel
1395,3233,2025-06-23,Health Issue,29587,Processed,Hotel
1396,3638,2024-09-26,Health Issue,2718,Pending,System
1397,6357,2024-06-10,Health Issue,14666,Processed,Hotel
1398,6766,2026-02-15,Price Change,24537,Pending,System
1399,4249,2024-05-13,Price Change,47296,Processed,System
1400,7718,2026-01-12,Personal Issue,37124,Processed,Hotel
1401,2857,2024-11-15,Health Issue,34508,Pending,Hotel
1402,4163,2025-07-20,Price Change,3506,Pending,System
1403,1241,2024-08-03,Schedule Conflict,46393,Pending,System
1404,10949,2025-10-15,Price Change,10818,Pending,System
1405,1164,2025-06-13,Emergency,26806,Pending,Customer
1406,9919,2025-08-29,Health Issue,28067,Processed,System
1407,5266,2024-11-12,Emergency,10031,Pending,System
1408,8332,2024-06-19,Personal Issue,11588,Processed,Customer
1409,7684,2026-02-16,Schedule Conflict,46950,Pending,Customer
1410,11789,2024-08-05,Emergency,14664,Pending,System
1411,7877,2025-11-24,Price Change,26521,Processed,Hotel
1412,9213,2024-05-09,Price Change,4988,Processed,System
1413,2862,2025-08-26,Personal Issue,8185,Processed,Hotel
