payment_id,booking_id,payment_date,payment_method,payment_amount,payment_status,transaction_fee,currency
6419,8326,2025-05-25,Net Banking,50107,Refunded,307,INR
6420,3562,2025-12-31,UPI,79511,Pending,367,INR
6421,11931,2024-11-26,Net Banking,9831,Refunded,49,INR
6422,5298,2025-04-24,Cash,37349,Pending,208,INR
6423,10970,2024-09-17,Cash,42118,Paid,210,INR
6424,3767,2024-10-01,UPI,99911,Paid,332,INR
6425,4478,2026-01-09,Card,68602,Pending,299,INR
6426,5829,2025-04-07,Cash,76198,Refunded,477,INR
6427,5070,2025-06-29,Cash,66780,Pending,310,INR
6428,9380,2025-02-14,UPI,85734,Paid,52,INR
6429,175,2024-09-30,UPI,42875,Refunded,208,INR
6430,7564,2026-04-15,Cash,55881,Paid,458,INR
6431,1649,2025-02-01,UPI,14968,Pending,452,INR
6432,6456,2026-03-17,UPI,81583,Paid,119,INR
6433,9410,2024-07-29,Cash,19353,Pending,55,INR
6434,6233,2025-07-30,Net Banking,16249,Pending,426,INR
6435,3465,2024-09-18,UPI,56262,Paid,246,INR
6436,8878,2025-07-28,Cash,97737,Refunded,463,INR
6437,8328,2024-12-04,Net Banking,6697,Refunded,252,INR
6438,3612,2025-10-22,Net Banking,79172,Refunded,189,INR
6439,9715,2025-12-10,Cash,29551,Pending,483,INR
6440,1238,2025-07-12,Net Banking,45095,Refunded,393,INR
6441,1416,2024-09-15,Net Banking,32757,Pending,426,INR
6442,7038,2025-01-20,Card,20768,Paid,407,INR
6443,4347,2024-07-31,Cash,58588,Paid,132,INR
6444,3690,2025-12-03,Card,66799,Paid,265,INR
6445,4045,2025-04-08,Net Banking,23353,Refunded,42,INR
6446,9955,2024-11-21,Card,24443,Paid,219,INR
6447,9834,2026-04-02,Net Banking,50989,Pending,104,INR
6448,1365,2025-05-13,Card,71624,Pending,491,INR
6449,4413,2025-10-14,UPI,19600,Paid,396,INR
6450,6569,2025-08-13,Card,40683,Paid,238,INR
6451,11330,2025-07-02,Cash,85132,Refunded,270,INR
6452,6559,2025-02-10,UPI,58450,Refunded,461,INR
6453,1403,2025-08-04,Card,81487,Paid,105,INR
6454,7715,2025-09-07,Cash,11149,Paid,270,INR
6455,1466,2024-08-23,UPI,76777,Refunded,173,INR
6456,10642,2024-07-04,Card,43403,Refunded,300,INR
6457,11407,2025-08-04,Cash,98802,Refunded,87,INR
6458,7686,2024-08-12,UPI,90672,Refunded,95,INR
6459,5357,2024-09-22,UPI,42598,Pending,70,INR
6460,8277,2025-12-14,Cash,82287,Pending,340,INR
6461,4116,2025-06-04,Net Banking,7573,Refunded,305,INR
6462,8075,2025-01-23,Card,75145,Refunded,455,INR
6463,1455,2025-12-01,UPI,27872,Pending,322,INR
6464,10546,2026-04-01,Cash,96502,Pending,459,INR
6465,7537,2024-10-15,UPI,84689,Paid,367,INR
6466,8924,2025-05-04,Card,46060,Paid,42,INR
6467,350,2026-05-09,Cash,34036,Pending,157,INR
6468,11084,2024-09-03,UPI,38293,Refunded,23,INR
6469,5767,2024-06-29,Cash,17878,Paid,200,INR
6470,9013,2025-03-16,UPI,57169,Pending,349,INR
6471,1633,2024-11-24,UPI,89425,Pending,421,INR
6472,9184,2025-03-18,UPI,83802,Paid,497,INR
6473,6600,2025-07-19,Net Banking,23944,Refunded,350,INR
6474,10954,2025-10-16,UPI,39215,Paid,417,INR
6475,3473,2024-10-19,UPI,29089,Paid,141,INR
6476,5858,2024-11-13,UPI,97658,Pending,290,INR
6477,10843,2025-12-23,Card,84480,Pending,102,INR
6478,10514,2025-05-20,Cash,80054,Refunded,65,INR
6479,967,2024-06-14,UPI,92475,Paid,483,INR
6480,1869,2025-12-15,Net Banking,29458,Pending,139,INR
6481,5993,2024-08-18,UPI,97770,Paid,35,INR
6482,6394,2025-05-27,Net Banking,18213,Pending,182,INR
6483,545,2025-03-03,Cash,72924,Pending,186,INR
6484,8238,2024-06-07,Card,66648,Refunded,344,INR
6485,7725,2024-10-14,Net Banking,78185,Pending,335,INR
6486,5843,2024-09-01,Net Banking,79884,Refunded,434,INR
6487,4907,2025-07-01,Card,43557,Paid,148,INR
6488,5203,2024-05-27,UPI,75119,Pending,23,INR
6489,9906,2025-02-10,UPI,16577,Pending,413,INR
6490,7627,2024-10-12,UPI,6719,Paid,315,INR
6491,6255,2025-01-18,Cash,79388,Pending,132,INR
6492,6095,2024-08-06,UPI,23113,Pending,466,INR
6493,5612,2024-06-27,UPI,98858,Refunded,343,INR
6494,7819,2025-08-06,Cash,21896,Refunded,30,INR
6495,6153,2025-08-04,UPI,98115,Refunded,117,INR
6496,11295,2024-06-03,Card,44858,Refunded,274,INR
6497,1164,2024-11-16,Cash,36625,Paid,210,INR
6498,4787,2024-06-20,Net Banking,15309,Refunded,409,INR
6499,718,2024-05-25,Net Banking,87520,Paid,454,INR
6500,2828,2024-08-25,UPI,20949,Refunded,261,INR
6501,7829,2025-11-28,Net Banking,79941,Refunded,68,INR
6502,6340,2025-06-25,Card,85960,Pending,307,INR
6503,1205,2026-01-20,Net Banking,51617,Paid,424,INR
6504,11437,2024-12-03,UPI,69216,Paid,428,INR
6505,4812,2024-05-19,Cash,58117,Pending,321,INR
6506,11472,2025-02-12,Net Banking,40279,Paid,278,INR
6507,8089,2024-05-20,UPI,10663,Paid,457,INR
6508,658,2025-02-11,UPI,49947,Paid,227,INR
6509,7600,2024-12-20,UPI,96678,Refunded,176,INR
6510,837,2025-03-22,Card,7873,Pending,489,INR
6511,2772,2024-10-02,Card,34957,Pending,262,INR
6512,9346,2024-11-18,Net Banking,55997,Paid,217,INR
6513,1598,2026-03-02,Net Banking,46681,Pending,467,INR
6514,9324,2024-06-24,Cash,69634,Refunded,289,INR
6515,3003,2024-08-21,Cash,17601,Refunded,129,INR
6516,10506,2025-09-22,Cash,66952,Paid,54,INR
6517,11691,2024-07-05,Net Banking,19347,Refunded,378,INR
6518,10502,2026-03-17,Net Banking,27841,Refunded,258,INR
6519,3414,2024-08-17,Cash,89913,Paid,197,INR
6520,7398,2025-12-01,Cash,12707,Refunded,243,INR
6521,1849,2026-03-16,UPI,64356,Pending,391,INR
6522,1622,2025-09-26,Card,80038,Refunded,29,INR
6523,363,2025-04-16,Net Banking,21060,Pending,137,INR
6524,6799,2024-11-19,UPI,60182,Paid,64,INR
6525,8813,2025-08-26,Card,8815,Pending,218,INR
6526,10718,2025-11-22,Card,59020,Paid,359,INR
6527,11093,2025-12-26,UPI,77432,Pending,404,INR
6528,6352,2024-12-14,Cash,87918,Refunded,497,INR
6529,11848,2025-06-04,Card,35333,Refunded,195,INR
6530,9298,2024-05-26,Card,84721,Paid,77,INR
6531,4697,2025-07-10,Cash,81960,Refunded,311,INR
6532,763,2025-02-24,Card,43590,Pending,318,INR
6533,2377,2025-03-20,Card,31998,Paid,21,INR
6534,1464,2025-05-11,Cash,73393,Paid,174,INR
6535,83,2024-10-09,Net Banking,15618,Paid,368,INR
6536,8810,2025-06-08,Card,81586,Pending,373,INR
6537,11167,2025-09-02,UPI,52337,Pending,127,INR
6538,103,2025-12-27,Net Banking,73462,Pending,455,INR
6539,328,2024-12-27,Cash,25197,Paid,141,INR
6540,9789,2026-01-11,Cash,31674,Refunded,283,INR
6541,1888,2025-07-31,Card,75887,Refunded,240,INR
6542,9136,2025-09-21,UPI,24503,Refunded,427,INR
6543,11352,2024-10-20,UPI,97375,Pending,243,INR
6544,5649,2025-02-13,Cash,70610,Paid,314,INR
6545,11602,2026-03-17,Cash,15346,Pending,444,INR
6546,6140,2025-03-23,Net Banking,53340,Pending,20,INR
6547,7083,2026-04-09,Card,81359,Pending,176,INR
6548,8959,2024-11-10,Cash,59040,Paid,87,INR
6549,5944,2026-01-14,UPI,18825,Refunded,319,INR
6550,860,2024-06-29,UPI,66509,Refunded,136,INR
6551,2122,2024-05-19,Card,74753,Refunded,312,INR
6552,2647,2024-08-09,Card,66491,Paid,45,INR
6553,11936,2025-12-29,Card,72154,Paid,64,INR
6554,2397,2026-03-27,UPI,3111,Paid,100,INR
6555,9574,2026-03-03,UPI,7119,Refunded,336,INR
6556,4870,2025-04-24,Cash,53967,Refunded,444,INR
6557,4749,2026-02-14,Card,6666,Paid,255,INR
6558,8678,2025-04-25,Cash,74855,Paid,220,INR
6559,8538,2025-11-11,UPI,9658,Paid,462,INR
6560,10833,2025-07-11,Cash,14624,Pending,66,INR
6561,10971,2025-06-04,Card,66509,Paid,274,INR
6562,1446,2026-03-15,Cash,89973,Paid,219,INR
6563,5071,2025-01-24,Net Banking,46119,Pending,428,INR
6564,8578,2026-02-03,Net Banking,34817,Refunded,488,INR
6565,7755,2024-08-08,Cash,73724,Pending,289,INR
6566,11189,2025-12-13,Net Banking,33793,Pending,39,INR
6567,4750,2025-10-13,Net Banking,36028,Pending,147,INR
6568,10197,2024-12-30,Card,45886,Paid,296,INR
6569,9238,2025-01-21,Net Banking,39824,Paid,301,INR
6570,11544,2025-10-30,UPI,19176,Pending,82,INR
6571,11247,2024-07-09,Cash,23057,Refunded,379,INR
6572,1412,2024-11-21,UPI,19557,Pending,66,INR
6573,4041,2025-07-12,Net Banking,83443,Pending,315,INR
6574,2682,2025-01-26,Card,58363,Refunded,241,INR
6575,8871,2025-09-15,Card,51505,Refunded,67,INR
6576,9549,2025-06-26,UPI,96963,Pending,272,INR
6577,141,2024-07-20,Cash,92744,Pending,29,INR
6578,8204,2025-10-20,Net Banking,39517,Pending,306,INR
6579,426,2025-05-30,UPI,25626,Refunded,420,INR
6580,3414,2025-10-12,Net Banking,76124,Pending,455,INR
6581,4803,2024-12-14,Cash,21888,Paid,441,INR
6582,2609,2024-09-03,Cash,18828,Pending,377,INR
6583,3355,2026-01-24,UPI,44885,Pending,291,INR
6584,8220,2024-07-17,Net Banking,64296,Refunded,286,INR
6585,4651,2025-03-27,Card,81294,Paid,399,INR
6586,2158,2025-09-12,UPI,45720,Refunded,288,INR
6587,9437,2024-07-15,UPI,60133,Paid,192,INR
6588,6992,2025-02-24,UPI,32413,Refunded,296,INR
6589,7477,2024-10-24,Card,18192,Paid,431,INR
6590,11277,2025-06-25,Card,62883,Pending,71,INR
6591,1402,2024-12-31,Card,20717,Refunded,427,INR
6592,1199,2024-12-08,Cash,46984,Pending,246,INR
6593,2042,2025-01-16,Net Banking,5942,Refunded,270,INR
6594,2319,2025-10-30,Cash,10442,Refunded,275,INR
6595,4599,2025-05-14,UPI,21105,Paid,57,INR
6596,10120,2024-09-13,Net Banking,95603,Paid,148,INR
6597,9168,2024-10-10,Net Banking,4522,Paid,314,INR
6598,1845,2025-01-15,Net Banking,40960,Paid,208,INR
6599,3145,2024-08-22,Net Banking,91747,Pending,231,INR
6600,3128,2024-11-06,Card,84250,Pending,121,INR
6601,8495,2025-06-19,UPI,42909,Paid,210,INR
6602,8830,2024-05-19,UPI,95126,Paid,283,INR
6603,6347,2025-07-14,Net Banking,68286,Pending,57,INR
6604,6805,2024-11-04,Cash,27830,Refunded,365,INR
6605,3525,2026-03-10,UPI,79827,Pending,220,INR
6606,4436,2025-04-12,Card,54673,Pending,67,INR
6607,1602,2025-11-26,UPI,89285,Paid,297,INR
6608,6890,2024-08-18,Net Banking,26470,Refunded,26,INR
6609,7275,2025-01-23,Net Banking,44693,Paid,310,INR
6610,7814,2024-06-08,Cash,23333,Refunded,80,INR
6611,8335,2024-08-27,Cash,69224,Pending,265,INR
6612,6305,2024-09-19,Card,37912,Refunded,461,INR
6613,8086,2025-02-03,Net Banking,82382,Paid,255,INR
6614,4239,2025-07-11,Card,53062,Refunded,322,INR
6615,54,2025-10-26,Net Banking,33323,Paid,403,INR
6616,9167,2025-03-06,Cash,13315,Pending,418,INR
6617,7676,2024-12-23,Cash,26401,Refunded,477,INR
6618,5096,2025-02-19,Cash,92899,Refunded,311,INR
6619,11553,2024-08-05,Card,63691,Refunded,245,INR
6620,5149,2026-05-08,Card,31991,Paid,266,INR
6621,5538,2025-10-04,Cash,89828,Refunded,382,INR
6622,6859,2026-02-16,Card,12885,Refunded,228,INR
6623,5179,2024-09-24,Cash,68681,Refunded,103,INR
6624,8782,2025-06-07,Net Banking,81450,Refunded,287,INR
6625,5923,2024-06-12,Card,24390,Pending,354,INR
6626,11935,2025-02-02,Card,42461,Pending,435,INR
6627,7183,2025-01-06,Net Banking,98911,Paid,40,INR
6628,6937,2024-12-22,Cash,6294,Paid,452,INR
6629,8950,2025-07-05,Net Banking,74693,Pending,65,INR
6630,9008,2024-06-09,Card,34408,Paid,380,INR
6631,2082,2024-09-15,Card,47241,Paid,447,INR
6632,526,2025-04-05,Cash,74656,Refunded,262,INR
6633,9125,2024-12-13,Card,17873,Paid,390,INR
6634,7404,2024-12-23,UPI,52709,Paid,112,INR
6635,2659,2025-07-25,Cash,16230,Refunded,421,INR
6636,6981,2024-08-30,Cash,14100,Refunded,338,INR
6637,8895,2025-08-06,Cash,95082,Refunded,139,INR
6638,10937,2024-09-06,Net Banking,99076,Paid,285,INR
6639,10229,2024-12-08,Net Banking,15518,Refunded,124,INR
6640,11603,2025-02-02,Card,26201,Pending,447,INR
6641,9990,2024-08-04,Net Banking,92706,Paid,320,INR
6642,572,2024-10-08,Net Banking,54865,Pending,255,INR
6643,11745,2025-11-01,Cash,25712,Refunded,500,INR
6644,3867,2026-05-01,Card,62202,Refunded,164,INR
6645,2095,2025-08-20,Cash,78243,Pending,388,INR
6646,6726,2024-11-22,Card,88433,Refunded,80,INR
6647,11667,2026-02-05,UPI,99556,Refunded,105,INR
6648,573,2025-02-28,Card,88345,Paid,244,INR
6649,6541,2025-12-12,UPI,98103,Refunded,443,INR
6650,4711,2025-09-05,Cash,85847,Refunded,398,INR
6651,7735,2024-07-17,Card,91806,Pending,124,INR
6652,720,2025-01-14,Card,89829,Paid,39,INR
6653,9002,2026-04-18,Cash,91259,Refunded,292,INR
6654,3719,2025-09-18,UPI,10218,Paid,94,INR
6655,4626,2025-04-26,Card,11392,Pending,311,INR
6656,1237,2025-09-19,Cash,12388,Refunded,269,INR
6657,11933,2025-12-01,Net Banking,26424,Paid,496,INR
6658,6891,2025-12-06,Net Banking,44864,Paid,159,INR
6659,6222,2026-05-01,Net Banking,16385,Pending,205,INR
6660,5975,2025-03-31,UPI,26087,Pending,86,INR
6661,9869,2025-01-24,UPI,71876,Paid,492,INR
6662,1094,2025-06-02,Cash,81367,Refunded,403,INR
6663,970,2024-11-02,Net Banking,58740,Pending,451,INR
6664,4516,2024-11-19,Cash,7646,Pending,171,INR
6665,4894,2025-01-27,Cash,29465,Paid,169,INR
6666,2775,2026-02-26,Card,30558,Pending,415,INR
6667,11372,2024-07-27,UPI,71255,Pending,480,INR
6668,9874,2025-03-14,Card,19100,Refunded,56,INR
6669,9485,2025-03-09,Net Banking,73424,Pending,398,INR
6670,5504,2025-07-16,Cash,4139,Paid,64,INR
6671,4777,2025-06-13,Net Banking,72542,Pending,443,INR
6672,10123,2024-08-14,Cash,78042,Refunded,261,INR
6673,8038,2026-02-06,UPI,36760,Paid,106,INR
6674,11561,2026-04-16,Net Banking,7670,Pending,74,INR
6675,32,2026-03-05,Cash,7997,Paid,49,INR
6676,5046,2025-11-14,Net Banking,24899,Paid,401,INR
6677,11846,2025-11-03,Card,32006,Refunded,97,INR
6678,3824,2024-09-26,Card,94424,Refunded,474,INR
6679,7828,2024-06-03,Cash,24187,Paid,389,INR
6680,1704,2025-04-24,Net Banking,31646,Refunded,331,INR
6681,1349,2025-11-03,Card,50523,Refunded,45,INR
6682,196,2024-09-22,Cash,21832,Refunded,157,INR
6683,289,2025-04-18,Cash,90572,Paid,491,INR
6684,5371,2025-06-11,Net Banking,58417,Refunded,193,INR
6685,4543,2024-12-21,Card,74576,Refunded,306,INR
6686,10893,2025-11-01,UPI,81616,Paid,373,INR
6687,1700,2024-12-21,Cash,80565,Refunded,35,INR
6688,5614,2026-03-16,UPI,41757,Paid,33,INR
6689,5892,2025-07-14,Cash,14310,Pending,409,INR
6690,10569,2025-07-20,UPI,81210,Refunded,377,INR
6691,7680,2026-03-03,Net Banking,93371,Paid,277,INR
6692,10368,2025-06-29,Net Banking,50377,Refunded,355,INR
6693,10406,2024-10-06,Net Banking,50740,Pending,21,INR
6694,6537,2024-06-21,Card,8127,Refunded,465,INR
6695,7070,2025-10-14,Net Banking,51768,Refunded,86,INR
6696,137,2026-02-07,UPI,57880,Pending,434,INR
6697,4544,2025-05-12,Net Banking,5561,Pending,128,INR
6698,4166,2025-11-10,Card,65445,Paid,190,INR
6699,3087,2025-01-29,UPI,79243,Paid,151,INR
6700,7639,2024-12-21,Cash,26203,Pending,65,INR
6701,11540,2026-02-18,UPI,80438,Refunded,280,INR
6702,8885,2024-07-16,Net Banking,87140,Pending,296,INR
6703,4060,2024-05-29,Net Banking,67056,Pending,242,INR
6704,5400,2024-12-04,Net Banking,9833,Pending,186,INR
6705,3611,2025-07-31,Card,86019,Refunded,244,INR
6706,4640,2026-02-23,Card,18467,Refunded,386,INR
6707,7696,2024-07-31,UPI,15442,Pending,344,INR
6708,6905,2026-01-19,Card,65572,Paid,494,INR
6709,7415,2025-01-09,Net Banking,25926,Refunded,368,INR
6710,6134,2024-05-23,Net Banking,18759,Pending,277,INR
6711,2640,2025-03-21,UPI,69994,Paid,80,INR
6712,4932,2024-12-20,Cash,94274,Pending,304,INR
6713,9101,2025-08-05,UPI,75853,Pending,209,INR
6714,1193,2026-03-09,UPI,92921,Refunded,236,INR
6715,7371,2025-01-07,Card,95263,Refunded,162,INR
6716,1895,2025-11-08,Cash,39451,Paid,115,INR
6717,2164,2024-06-09,Card,44156,Pending,412,INR
6718,5862,2024-12-31,UPI,17395,Paid,66,INR
6719,7512,2025-11-05,UPI,91945,Paid,356,INR
6720,10972,2025-06-26,Cash,25673,Refunded,157,INR
6721,11196,2025-12-28,Net Banking,81997,Paid,96,INR
6722,1773,2026-04-21,Cash,9722,Refunded,385,INR
6723,6301,2024-08-18,Cash,3706,Paid,317,INR
6724,1004,2026-03-16,Card,15597,Pending,405,INR
6725,7361,2026-02-12,Card,26365,Paid,124,INR
6726,7481,2024-09-29,Cash,69179,Refunded,415,INR
6727,4555,2025-11-09,Net Banking,25885,Refunded,122,INR
6728,10380,2025-07-09,Card,13991,Pending,474,INR
6729,9649,2024-09-21,Card,55628,Pending,158,INR
6730,4207,2026-01-14,UPI,75612,Refunded,380,INR
6731,11758,2025-11-29,Card,3714,Pending,180,INR
6732,4569,2025-04-27,UPI,83162,Pending,39,INR
6733,2598,2024-10-04,Card,27142,Pending,129,INR
6734,8243,2024-09-02,UPI,33338,Paid,91,INR
6735,4319,2024-12-15,Card,10382,Pending,185,INR
6736,9298,2025-05-04,Card,22714,Refunded,284,INR
6737,2294,2025-07-15,Cash,12433,Pending,460,INR
6738,937,2026-03-30,UPI,29658,Pending,158,INR
6739,9511,2025-01-22,UPI,66120,Pending,309,INR
6740,11414,2025-04-23,Cash,68682,Pending,433,INR
6741,8284,2024-05-27,Net Banking,36732,Pending,312,INR
6742,6924,2024-05-21,Cash,45785,Pending,310,INR
6743,8207,2025-12-16,UPI,64246,Paid,279,INR
6744,5846,2024-07-27,Net Banking,7814,Refunded,113,INR
6745,7587,2026-03-09,UPI,61122,Pending,130,INR
6746,11925,2025-01-08,Net Banking,45771,Paid,212,INR
6747,5091,2026-03-04,Cash,86705,Pending,426,INR
6748,10374,2025-12-22,Card,72087,Refunded,473,INR
6749,10274,2024-07-05,Card,27945,Refunded,100,INR
6750,5224,2024-05-28,UPI,87987,Refunded,148,INR
6751,8275,2025-03-19,UPI,46443,Paid,389,INR
6752,1889,2024-08-22,Net Banking,9148,Refunded,333,INR
6753,7193,2025-07-04,Cash,21628,Paid,118,INR
6754,4086,2026-03-20,Net Banking,39610,Paid,382,INR
6755,3442,2024-09-06,Cash,20937,Paid,337,INR
6756,7223,2026-04-16,UPI,42831,Pending,403,INR
6757,6081,2024-08-20,UPI,22166,Refunded,51,INR
6758,4026,2025-04-09,UPI,5948,Refunded,60,INR
6759,3403,2024-12-15,Cash,26380,Paid,447,INR
6760,4695,2025-07-23,Card,43058,Refunded,480,INR
6761,1095,2024-10-25,Cash,96388,Paid,334,INR
6762,3162,2024-10-04,Net Banking,33297,Pending,200,INR
6763,8854,2024-11-22,UPI,44570,Refunded,488,INR
6764,4061,2025-12-27,Card,58841,Paid,394,INR
6765,367,2024-06-19,Net Banking,83825,Paid,483,INR
6766,8005,2025-07-03,Cash,55896,Refunded,189,INR
6767,5261,2025-05-24,Net Banking,59705,Refunded,422,INR
6768,8353,2025-10-27,UPI,21081,Paid,61,INR
6769,6300,2024-12-27,Cash,25365,Pending,309,INR
6770,5679,2024-10-23,UPI,96108,Refunded,338,INR
6771,10452,2025-07-17,UPI,27779,Refunded,46,INR
6772,4323,2025-02-15,Net Banking,72576,Paid,189,INR
6773,6085,2026-01-14,Card,47745,Paid,46,INR
6774,9502,2025-08-03,Cash,85740,Refunded,254,INR
6775,6585,2026-01-24,Cash,48315,Pending,296,INR
6776,10961,2024-07-23,Card,7848,Refunded,399,INR
6777,9823,2025-12-07,UPI,46761,Refunded,328,INR
6778,6066,2024-07-27,Cash,34380,Refunded,276,INR
6779,5808,2024-09-25,Cash,46676,Pending,239,INR
6780,7398,2025-09-27,UPI,12782,Paid,152,INR
6781,4187,2024-11-03,UPI,43605,Pending,46,INR
6782,2699,2024-11-13,Card,66347,Pending,400,INR
6783,5215,2026-01-06,UPI,67156,Paid,185,INR
6784,11203,2026-03-31,UPI,91054,Refunded,123,INR
6785,1832,2025-05-03,Cash,46122,Paid,435,INR
6786,5382,2025-09-19,UPI,76120,Pending,273,INR
6787,7432,2025-06-07,Net Banking,48046,Refunded,165,INR
6788,4414,2024-09-25,Cash,38305,Paid,139,INR
6789,1834,2024-06-21,Card,83579,Paid,302,INR
6790,888,2024-06-28,UPI,73818,Paid,31,INR
6791,3641,2025-07-06,Cash,22508,Refunded,348,INR
6792,3590,2024-05-09,Cash,64458,Refunded,28,INR
6793,9423,2026-02-03,Net Banking,18757,Paid,184,INR
6794,1637,2025-03-30,Cash,18153,Paid,123,INR
6795,713,2025-02-14,Net Banking,98410,Pending,76,INR
6796,1882,2025-11-07,Cash,18880,Refunded,89,INR
6797,7187,2024-12-01,Card,11051,Pending,149,INR
6798,1121,2026-02-13,Cash,21662,Pending,184,INR
6799,477,2026-02-17,UPI,25975,Paid,176,INR
6800,3706,2024-05-22,Cash,70948,Refunded,359,INR
6801,7906,2024-07-13,Cash,13447,Refunded,205,INR
6802,2160,2024-12-02,Card,57083,Pending,170,INR
6803,964,2024-06-21,Net Banking,48279,Refunded,424,INR
6804,7399,2024-05-13,Card,52857,Refunded,494,INR
6805,9623,2025-07-02,Card,29793,Paid,230,INR
6806,10867,2024-11-07,Cash,42246,Paid,415,INR
6807,6451,2025-10-09,Card,57464,Paid,338,INR
6808,346,2026-02-26,Cash,83064,Refunded,44,INR
6809,4768,2025-08-22,UPI,6072,Paid,335,INR
6810,2614,2026-03-19,Net Banking,81871,Paid,460,INR
6811,6860,2025-07-03,Net Banking,75679,Refunded,44,INR
6812,7489,2025-09-25,Net Banking,23530,Refunded,42,INR
6813,3438,2024-09-16,UPI,45201,Refunded,183,INR
6814,322,2024-11-14,Card,71507,Paid,348,INR
6815,5899,2025-10-08,Cash,18915,Refunded,318,INR
6816,3376,2025-06-11,Card,89610,Refunded,388,INR
6817,11617,2025-10-04,UPI,50441,Pending,217,INR
6818,3920,2026-03-30,UPI,96905,Pending,117,INR
6819,3582,2025-07-26,UPI,11161,Paid,23,INR
6820,10083,2024-11-05,Cash,60191,Refunded,201,INR
6821,2264,2025-11-23,UPI,15447,Refunded,125,INR
6822,5903,2024-10-26,Card,66537,Refunded,362,INR
6823,8843,2025-03-23,Cash,84237,Pending,168,INR
6824,1377,2025-09-01,Card,30721,Refunded,459,INR
6825,905,2025-01-08,Net Banking,85406,Refunded,165,INR
6826,11914,2024-09-07,UPI,38498,Pending,216,INR
6827,1665,2025-03-04,UPI,57793,Paid,473,INR
6828,1422,2025-06-21,Card,4802,Pending,178,INR
6829,10677,2025-05-15,Net Banking,66130,Refunded,45,INR
6830,3235,2024-12-04,Net Banking,25350,Paid,49,INR
6831,4153,2025-07-14,Cash,4131,Refunded,358,INR
6832,6995,2025-07-07,Net Banking,44051,Refunded,391,INR
6833,10588,2025-01-05,Card,80722,Refunded,208,INR
6834,880,2025-10-12,Cash,70724,Paid,37,INR
6835,1053,2026-01-03,Cash,12345,Paid,243,INR
6836,5713,2024-08-07,Card,90135,Refunded,309,INR
6837,7163,2024-10-21,Card,11949,Refunded,344,INR
6838,5004,2024-12-05,Cash,45919,Pending,220,INR
6839,10616,2025-05-31,Cash,20809,Refunded,174,INR
6840,837,2025-06-02,UPI,54122,Pending,267,INR
6841,6973,2024-05-19,Cash,86534,Pending,74,INR
6842,9933,2025-10-13,UPI,37996,Refunded,269,INR
6843,7350,2026-04-21,Cash,97205,Paid,496,INR
6844,9560,2025-06-13,Cash,93621,Pending,442,INR
6845,5839,2026-02-17,UPI,30669,Pending,276,INR
6846,1187,2024-07-27,Card,24390,Paid,267,INR
6847,11718,2025-05-23,Card,99681,Paid,393,INR
6848,7509,2024-06-14,UPI,3721,Pending,61,INR
6849,10340,2024-07-25,Cash,55250,Pending,430,INR
6850,9007,2025-11-30,UPI,83168,Paid,432,INR
6851,5112,2026-01-04,UPI,97949,Paid,418,INR
6852,7626,2024-07-10,Net Banking,6691,Refunded,391,INR
6853,2054,2025-07-09,Card,37913,Pending,354,INR
6854,11502,2024-08-30,Card,80586,Paid,395,INR
6855,7647,2025-08-26,Cash,90162,Refunded,391,INR
6856,5969,2024-08-06,Cash,84578,Refunded,366,INR
6857,4015,2024-09-29,Card,19262,Pending,78,INR
6858,5998,2024-09-07,Net Banking,95346,Pending,124,INR
6859,5906,2025-06-08,Card,33659,Refunded,285,INR
6860,7373,2024-08-19,UPI,75068,Paid,301,INR
6861,319,2025-01-22,Card,74048,Pending,259,INR
6862,3401,2025-06-14,Cash,96839,Refunded,416,INR
6863,6492,2025-10-09,Net Banking,8948,Paid,493,INR
6864,211,2024-10-25,Card,13501,Paid,465,INR
6865,11726,2024-08-01,Card,65858,Refunded,463,INR
6866,4086,2026-04-01,Card,24802,Pending,318,INR
6867,5040,2025-06-29,Cash,16299,Paid,399,INR
6868,5252,2024-11-19,Cash,92205,Refunded,107,INR
6869,9684,2025-04-02,Net Banking,83838,Pending,109,INR
6870,84,2025-10-06,UPI,91688,Paid,68,INR
6871,3265,2025-08-25,Cash,88531,Pending,89,INR
6872,6777,2026-03-03,Net Banking,76329,Paid,154,INR
6873,10851,2026-02-21,UPI,16578,Pending,256,INR
6874,4767,2026-04-24,Card,63862,Paid,209,INR
6875,2823,2025-07-13,UPI,68293,Paid,76,INR
6876,10064,2025-01-18,Cash,4950,Pending,185,INR
6877,4216,2024-05-11,Card,24106,Paid,475,INR
6878,2627,2025-06-03,Card,90568,Paid,89,INR
6879,919,2024-11-03,Card,82474,Refunded,352,INR
6880,7701,2025-11-19,Cash,48992,Pending,409,INR
6881,1885,2025-09-05,Net Banking,54438,Paid,46,INR
6882,5450,2026-03-26,Net Banking,46735,Pending,26,INR
6883,9536,2024-11-15,UPI,30406,Paid,224,INR
6884,2064,2024-12-24,Net Banking,59860,Refunded,61,INR
6885,10851,2025-12-29,Card,16936,Pending,39,INR
6886,343,2025-11-19,Card,47092,Refunded,245,INR
6887,10567,2025-06-27,UPI,38254,Refunded,431,INR
6888,9073,2025-06-01,Net Banking,40421,Pending,209,INR
6889,6391,2024-11-24,UPI,4168,Pending,86,INR
6890,6680,2024-08-19,Cash,30487,Refunded,22,INR
6891,5037,2025-01-21,Net Banking,16797,Refunded,187,INR
